rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,Brand,Material,Bottle Type,Color,Special Feature,Volume,rating_cat
2.0,Condensation,Condensation built up on the inner bottle one week after use.,[],B00F968WNC,B00F968WNC,AFH5PML46X6QXWLFBUMFUGMEQ3XA,1537395009920,0,True,Contigo,Tritan,,Clear/Monaco,"Bpa-free,Dishwasher,Double-wall",591.47,0
1.0,Black handle broke,I received the bottle on Monday 27th and on Tuesday 28th the Black top broke. Now I can’t use the top handle.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71o9trG+0QL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71o9trG+0QL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71o9trG+0QL.jpg', 'attachment_type': 'IMAGE'}]",B01MSN3ZHH,B08JRJNZQW,AGT6H3MVSKJHKGGKMRSRLGHAZ5TQ,1535514576689,0,True,Simple Modern,Stainless Steel,,- Midnight Black,,354.882,0
1.0,Difficult to open,Very difficult to open.,[],B001NCDE5W,B001NCDE5W,AESBT63YOZPPROY4CFBZUBPHIETQ,1612634654398,0,True,Nalgene,Tritan copolyester,,Slate Blue,"Leak-proof,Push Button",700.0,0
1.0,Leaks,Gasket wants to fall out. Leaks.,[],B07MTYL1C8,B09LZV87M7,AETYTSZZMEKVRHQPIWBCM6JNHYLA,1632005090144,0,True,Ion8,Recyclon,Standard Bottle,Scarlet,"Leak Proof, Flip Top",500.0,0
2.0,Part missing,I had to buy a new one a few months ago and it recently started leaking apparently the ring inside of the cap wasn't in there. So disappointing cause these are expensive.,[],B076642SVN,B07R1C6RGG,AHZUPRYMOVHXGP3JWVVKOR5KAASA,1539813413067,1,True,CamelBak,Plastic,,Iris,"Lightweight, Leak Proof",384.4555,0
1.0,It leaks,Piece of junk leaks everywhere,[],B00SA2VH5C,B00SA2VH5C,AGQCSDZFJ2BYUCCLE7RN5YSQCX4A,1507386542793,1,True,Klean Kanteen,Stainless Steel,,Sugar Plum,"Lightweight, Leak Proof",354.882,0
1.0,Leaks while drinking,I wanted to love this with all the great reviews but as I'm working out and want to drink water leaks out from bottom of the cap,[],B011LC85PM,B07CM8GLN9,AGBAWXZXJ2WZC6KNJKMMYSDW34VQ,1464006953000,1,True,Embrava,Plastic,Standard Bottle,Gray,"Leak Proof, Lightweight, Flip Top, Lockable Lid, Shatter Resistant",946.352,0
1.0,Leaks at joints near cap,"So far I have used this bottle around 10 times, and today it started leaking near the cap, right at joints where cap is attached to the plastic layer. Is there a warranty that covers me?","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71ZFyMkvWaL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71ZFyMkvWaL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71ZFyMkvWaL.jpg', 'attachment_type': 'IMAGE'}]",B01MTY1250,B09XFGNC8V,AHML55WM47W3RO5A4GTY5MJ4LDCQ,1508599532622,16,False,Platypus,,,Blue Prisms,Collapsable,1000.0,0
1.0,Leaks,"This leaks so nothing else about the bottle matters to me.. went in the trash. Don’t bother, contigo brand is a better option",[],B01LA75PTW,B00PUDI2Z2,AGUMNDL2B7ZWOBZUGXNTZJCWZ2EA,1616469859966,0,False,CamelBak,Plastic,"Reusable, kids, straw top",Iguanas,"Carrying Loop, Straw",400.0,0
2.0,Not worth the $,"My son loved this sippy cup. Sadly it did not last long. It has a flip top straw that does not work anymore, after the second use.",[],B076D1K6HY,B00PUDI2Z2,AGQDIS7Q3BHDMF3R6S3BEYV3Z43A,1571682369543,0,True,CamelBak,Plastic,"Reusable, kids, straw top",Iguanas,"Carrying Loop, Straw",400.0,0
2.0,The clasp requires a fair amount of force to close ...,"The clasp requires a fair amount of force to close. I am not sure if it was just a defect in the one I bought, but I would not buy this item again.",[],B0043T9DKC,B0043T9DKC,AFC7SR6S74A272BRSTTWPG4SDKIA,1488415430000,0,True,Nalgene,Tritan copolyester,,Clear with Orange/White,"Dishwasher Safe,Leak Proof",700.0,0
1.0,Lock feature is jammed,The lock was stuck. There was no way a child can open it.,[],B01FZD7AK4,B0BBH8DXL4,AEZR2ECUTVKHJGFUZCISJHBN3NPQ,1640799727430,0,True,Ello,Plastic,,Grey,Spout Cover,473.176,0
2.0,"Could us it after 1 month, Plastic smells!","Very attractive bottle, everyone love it. Editing review.  This bottle keeps the smell of the soap, even after I let it sit under the tap and the water run for like 10 minutes.  Carries the after taste of dishwashing liquid. I would not advise anyone to buy this product, waste of money.  I am going to have to throw it out now if the shipper doesn't want to take it back.",[],B011LC85PM,B07CM8GLN9,AHAWIBTFYWUBAXLBYWE5JEZ6V7BA,1465776270000,1,True,Embrava,Plastic,Standard Bottle,Gray,"Leak Proof, Lightweight, Flip Top, Lockable Lid, Shatter Resistant",946.352,0
2.0,Not worth it,"Dents very easily, doesn't keep cold all that long, stains & the cap design is awkward. Spend a few more bucks & get a much better product with a diff Co!",[],B01N7LKY1F,B0BTHXPZWZ,AFBOVAJ47OC7UBKL2CT3Y6AS6LGA,1653841961079,0,True,Contigo,Stainless Steel,,Steel & Monaco,,709.764,0
2.0,Bite the straw to get a drink,"The bottle itself is fine, but i have to bite the straw to get the water out and I have to have it angled perfectly towards me when i bite the straw to get it to work",[],B07HGR3S4C,B07HGR3S4C,AG2SU5KWUQZBXNUDCYIHLVMCWWDA,1564840881227,0,True,CamelBak,Eastman Tritan Copolyester,Reusable,Charcoal,"Carrying Loop, Straw, Leak Proof when closed",946.352,0
1.0,Warning!!Kids can eat the plastic part !,"After using it for just a few months, the plastic part is broken! It’s dangerous for the kids since they can eat the broken part!","[{'small_image_url': 'https://m.media-amazon.com/images/I/B1kQtHm9ZzS._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/B1kQtHm9ZzS._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/B1kQtHm9ZzS._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B01LA75PTW,B00PUDI2Z2,AFGBJHT4SGDC7Q2KQVN2XOR75GAQ,1630873164649,0,True,CamelBak,Plastic,"Reusable, kids, straw top",Iguanas,"Carrying Loop, Straw",400.0,0
1.0,Bottle leaking.,"After 3 weeks of purchase, it started leaking. Very Disappointed..",[],B07HGTQ5LK,B07HGTQ5LK,AEDCUGRKCOOU6PH4ZUGWOVNPEZCQ,1619671578304,0,True,CamelBak,Plastic,Reusable,,"Carrying Loop, Straw",400.129455,0
2.0,Item came damaged,"We love these cups. Easy to use and clean. Fairly durable. Keeps drinks cold for a long time. Our item came damaged, scratched all over the metal cup.","[{'small_image_url': 'https://m.media-amazon.com/images/I/61FfsTX225L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61FfsTX225L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61FfsTX225L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71jacDUHnwL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71jacDUHnwL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71jacDUHnwL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0872RQZ94,B0BYQTG4LY,AFVHWJFOT7DKFRXQRUN2K2NVSNOQ,1671668678932,0,True,Contigo,Stainless Steel,,Ocean,,384.4555,0
2.0,Handle breaks off,"Great for my 15 month old, went from a sippy cup straight to this. But the handle popped off within a few weeks.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71RUkCrDowL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71RUkCrDowL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71RUkCrDowL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71oR3l76hvL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71oR3l76hvL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71oR3l76hvL.jpg', 'attachment_type': 'IMAGE'}]",B073VXCTRQ,B073VXCTRQ,AFDQUO3NF7JSTPHZPQQGMEBIS4WQ,1584323926598,0,True,Contigo,Plastic,,Nautical with Space Station,"Bpa Free,Cover,Dishwasher Safe,Spout Cover,Straw",414.029,0
1.0,One Star,keeps liquids cold and hot but screw lids do not seal correctly.,[],B00YIVHBVS,B0BGM8TW2T,AEVWGELDCYTJUPGSGTKQ3DJTEIKQ,1500310737009,1,True,Healthy Human,steel,,Bahama,,470.0,0
1.0,Poorly made product,"I couldn’t figure out why this kid is so hard to screw on, then I noticed the material is separating. Probably started on day 1, but I didn’t look that closely until recently.",[],B01N7T8QBH,B01N7T8QBH,AE46YRULOQJBX3LDP3N2LX3N4KQQ,1582318260099,0,True,Hydro Flask,,,,,500.0,0
2.0,Not a fan of this,"Bought this to replace a cup for my four year old.  I pinched the valve to open it, but even so, he struggled to water out of it.  When I tried, it would just trickle some water after sucking pretty hard.  I did not like that it did not have a cover either.  It is easy to clean since it has no straws but I wouldn't purchase again.",[],B001NCDE2A,B001NCDE2A,AFLZ36KGL5YAVMIH3R6NQM4Y52GA,1471247130000,0,False,Nalgene,Aluminum,,Blue,"Leakproof,Wide Mouth",350.0,0
1.0,Bottom Fell Off!,"Like the bottle but the bottom fell off.  I kept hitting it to keep it on.  Worked for awhile then I lost the bottom.<br />Despite claiming a lifetime warranty, Contego has not responded to my e-mails.  I would not recommend this product.",[],B01N7LKY1F,B0BTHXPZWZ,AE42I7IU3LCOPSK6TJBT3V3URJCA,1561409885869,0,True,Contigo,Stainless Steel,,Steel & Monaco,,709.764,0
2.0,Cute but leaks,This version of the kids Contigo autospout leaks crazy.,[],B073VXCTRQ,B073VXCTRQ,AEZKXPMKLWYXW2SFSDTEJYIPRKRA,1531174869089,0,True,Contigo,Plastic,,Nautical with Space Station,"Bpa Free,Cover,Dishwasher Safe,Spout Cover,Straw",414.029,0
1.0,Bad quality!!,Paint started peeling after only a couple weeks!?!?!! Very disappointed. Do Not Buy!,"[{'small_image_url': 'https://m.media-amazon.com/images/I/61PYBUoY24L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61PYBUoY24L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61PYBUoY24L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B077NQL3ZS,B0BTHXPZWZ,AH3Y27VSV2H2UHJ7GAAHNXFIZOOA,1634939073386,0,True,Contigo,Stainless Steel,,Steel & Monaco,,709.764,0
1.0,Immediately started leaking!,"I'm not sure if we received a defective product or what but the spout would not stay in the cup and it immediately began leaking upon drinking from it. The straw fell down into the cup multiple times, during multiple uses. I think the design is very cute and we typically have good luck with Camelbak products but this one was just a fail.",[],B01LA75RCM,B00PUDI2Z2,AFZAIPAFHG5VEOPHH2LUXZNELVOQ,1633571930305,0,True,CamelBak,Plastic,"Reusable, kids, straw top",Iguanas,"Carrying Loop, Straw",400.0,0
2.0,Leaks!,I think it must be missing a part. This leaks like crazy. Tired of cleaning up!,[],B015DK91WY,B00PUDI2Z2,AGIJWIXT3XG2PEHAEIXNQ6TQ3JNQ,1560521716934,0,True,CamelBak,Plastic,"Reusable, kids, straw top",Iguanas,"Carrying Loop, Straw",400.0,0
1.0,I was disappointed to find out when it arrived that the color ...,"I was disappointed to find out when it arrived that the color comes from crinkled foil covered in plastic, I sent it back",[],B00K2BHM2Q,B00K2BHM2Q,AE72ZGU4CLPPH5XGPMKUAICGP3IA,1418586922000,0,True,POLAR,,,"Black, White, Red, Orange, Yellow, Pink, Brown, Blue, Grey, Purple, Green, Golden, Silver","Wide Mouth, Insulated",354.882,0
1.0,Defective after one month,Used just past a month and already a piece has broken and does not function as it should no help from Camelbak poor customer service,[],B015DK94R6,B00PUDI2Z2,AFZYIOGB6NJCG5QZJ3VDGFBAQ26A,1668873425467,0,True,CamelBak,Plastic,"Reusable, kids, straw top",Iguanas,"Carrying Loop, Straw",400.0,0
2.0,They are ok.,They do not keep my drink as cold as my old bottle  and if you plan to pack this bottle in a bag with your lunch and stuff just be mindful that if anything presses the button and the bottle is not standing up straight it will leak. Going back to my old bottle for that...,[],B077NQL3ZS,B0BTHXPZWZ,AESEJKQ4OC3YYLWDGRITZXI2GCEQ,1635458036830,0,True,Contigo,Stainless Steel,,Steel & Monaco,,709.764,0
2.0,"Good idea, breaks easily!","Product is functional until the first fall.  I purchased two and both lids are broken.  The first broke off at the screw cap portion.  The second, while still technically functional, is broken across the top “handle” piece.",[],B0043TKJV4,B0047GL1A6,AFHWH2D3GTRJU7KIE7WWIWUDBD6A,1574686033011,0,True,Nalgene,Tritan copolyester,,Clear,"Leak Proof, Push Button",560.0,0
1.0,Disappointed,The camelback was delivered without a top.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A15OLyp9jHL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A15OLyp9jHL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A15OLyp9jHL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07663V9G1,B01MPY2DBT,AHQ4XJDKQM52LQEJO2QZI7T47DAA,1612206994582,0,True,CamelBak,Blend,,Purple Swans,"Straw, Insulated",400.0,0
2.0,Nice cup but a bad straw design,The straw disappeared after the first use. Now this product is useless and going to a landfill.,[],B015DK90LG,B00PUDI2Z2,AERKUUEGYD3SB6MJGGUX7VDQPURQ,1621912215475,0,True,CamelBak,Plastic,"Reusable, kids, straw top",Iguanas,"Carrying Loop, Straw",400.0,0
1.0,Straw has NO slit … Can’t drink out of it.,I just got this in the mail for my child and washed it only to find out there’s NO hole in the straw so he can’t even use it…,[],B07X97WW14,B0C8JG5D9H,AHPQ4Z6ABMRF4YOCYKL7KLC2G5VQ,1648913205781,0,True,CamelBak,Steel,"Reusable, kids, straw top",Hatching Dinos,Straw,400.0,0
1.0,Gasket fell out,"I am not sure if it a problem with the lid, or a problem with the gaskets, but I do know, they do not pair nicely and once the gasket falls out, the Hydro Flask leaks.<br /><br />Gaskets: https://www.amazon.com/gp/product/B076B7Y3FG/ref=oh_aui_detailpage_o03_s00?ie=UTF8&psc=1<br />Replacment Lid: https://www.amazon.com/gp/product/B01N7T8QBH/ref=oh_aui_detailpage_o06_s00?ie=UTF8&psc=1",[],B01N7T8QBH,B01N7T8QBH,AH2SMEKECVQINBTPX3RR7EQ4FTYA,1534015173432,1,True,Hydro Flask,,,,,500.0,0
1.0,One Star,beatifull looking but is too big for me,[],B011LC85PM,B07CM8GLN9,AGIWNESK3P2XXEPNPJ5PRRUNSWQA,1490171148000,0,True,Embrava,Plastic,Standard Bottle,Gray,"Leak Proof, Lightweight, Flip Top, Lockable Lid, Shatter Resistant",946.352,0
1.0,Pop top not working,"I was excited to find a water bottle with a top that would flip open at the push of a button. I had one of these that I loved for years until it was lost. Sadly, this item arrived the esential part not working. I am returning it.",[],B08RSNLR75,B0C12R56QC,AHNFLRJKRKW2F3LWSP3M2N2U265A,1663170917179,0,False,Contigo,Stainless Steel,,Steel/Dragonfruit,,709.764,0
1.0,Cheap imitation,Bought these bottles on Prime Day because I love my other Contigo water bottles. These bottles do not have makings for the number of ounces. It is a cheap imitation. Bought the same bottles at Frys for half the price.,[],B08RSM89VY,B0C8K5NRS1,AG6R32VEK2QPQRU5N64PNWFJFIMA,1627862626063,0,True,Contigo,Tritan Plastic,Standard Bottle,Juniper & Pink Lemonade,"Dishwasher Safe,Leakproof",709.764,0
2.0,Basic water bottle,Bought this for my son to use at school. It easily leaks and didn’t do well in that environment. Seemed like a lot of money for a simple water bottle.,[],B08TQRBWYV,B08W4JBSJV,AG5VJS5EPPB32WYHVB5MJ4QKF3VA,1641153380825,0,True,Under Armour,"Polyester, Nylon, Polypropylene",,Royal,"Dishwasher Safe,Lockable",700.0,0
1.0,I bought a few. none of them last longer ...,I bought a few.  none of them last longer than half year.,[],B005HDS55C,B005HDS55C,AF3DV3V4S4KZSWECFV7J7TDPK3LA,1446424451000,0,True,EcoVessel,Metal,,Orange with Tree,,384.4555,0
2.0,Not for Stainless Steel / Insulated,"Not for Stainless Steel / Insulated<br /><br />I purchased 2 of these as it stated it was for the stainless steel bottles (insulated).<br />That is incorrect, these will only fit the standard plastic bottles. (so I use them there)",[],B077M99ZX3,B07CJQQXS4,AGIKVR7IKT5WFYTS2SJZHB4YGPOA,1526659003342,31,True,CamelBak,Eastman Tritan™ Copolyester,Replacement part,Black,"Carrying Loop, Magnetic Cap, Leak-proof when closed",900.0,0
1.0,soaks up smells!,It soaked up the dishwasher detergent smell after the first wash. Now it reaks like lemon cleaner when drinking out of it.,[],B001C240BA,B001C240BA,AGOKYUNVDXPVGKFK7EISFW6WKZQA,1481694885000,1,True,Nalgene,LDPE #4 Plastic,,Blue,Leak-proof,650.0,0
2.0,Lid broke after a few months,"We've only had our bottle since the spring but the lid no longer opens - just spins around constantly. The inside black part has separated from the stainless steel outer lid. The outer construction is fine and it did a good job keeping water cold, but it is unfortunate that the lid broke and you can't wash them in the dishwasher. The bottoms of the bottle also got pretty dinged up. I know these are kid bottles, but they're not very good for kids! This was our first time purchasing this line of products but we will NOT purchase again.<br /><br />After just 3-4 months of normal daily use... hand washing after each use, and only used for water... the inside black part of BOTH lids has come loose and spins endlessly, making it very difficult / impossible for my capable young kids to open and close on their own without help. Because the inside part spins, it is hard to close and get a leak-proof seal on the lid, and then also hard to open. The lid must be twisted almost endlessly to get the stupid lid off. SO CHEAP!!! Lots of people like the leash on the lid, which is a great kid-friendly feature, but due to the loose part inside the lid... WASTE OF MONEY! ** Caution - May need to purchase replacement lids soon after buying. **",[],B07N7ZVNHN,B07GP3JSCC,AGIAEVAJAAVZBESJBJ3JLOXYSF7A,1573314527494,0,False,S'well,Stainless Steel,,Whale of a Time,,295.735,0
1.0,One Star,It leaks,[],B015DK91WY,B00PUDI2Z2,AE5KBNYBJ6ZP6ICKZUYOCBUK7AZQ,1489890576000,0,True,CamelBak,Plastic,"Reusable, kids, straw top",Iguanas,"Carrying Loop, Straw",400.0,0
1.0,"Brand new, a couple days use and it smells rotten","We like the design and ease of use, however, within a couple days it began to exude a soar nasty smell into the water again (It was delivered September 27th.).  Our other Contigo cups did the same thing, but never after a couple of uses.  We scrub them, we've soaked them with a tiny bit of bleach thinking it's mold and the smell comes back in a couple of hours.  We have another cup from Camelbak and have zero issues with it.  This is our third Contigo cup and it will be our last.",[],B01BD0R5DA,B01BD0R5DA,AEHFNXENKHD6PLHSBXXQTHUGLFHQ,1475879739000,3,True,Contigo,Plastic,,Blue,"Bpa Free,Dishwasher Safe,Straw",414.029,0
2.0,Two Stars,bottle is too wide to fit in car cup holder,[],B00IH0TLJG,B086L16H15,AG4VIKLMFFYC2TNYLLX6YXWQGZUQ,1408893509000,2,True,Nalgene,Tritan copolyester,,Purple w/ Black Cap,"Dishwasher Safe,Leak Proof,Mouth,Narrow Mouth",473.176,0
2.0,Was disappointed with that,Doesn't stay that cold for very long at all. Was disappointed with that.,[],B075FWMQP3,B0BGM8TW2T,AGH2C3EVRSEBOGAFLKZ4CGFZIUQQ,1517285054305,1,True,Healthy Human,steel,,Bahama,,470.0,0
2.0,Two Stars,Was a cute bottle but NOT wide mouth. I returned for a full refund.,[],B001NCDE7K,B086HLWL6K,AG3FWPMK5EZIH4RNYDZMJKQSCDMQ,1482770209000,0,True,Nalgene,"Polyester resin,Polypropylene",,Blue,Wide Mouth,500.0,0
1.0,Junk!,"I bought this in mid July. It’s in pieces! The handle, the sip part, and the straw are all broken. Don’t buy this!!",[],B01BD0R5DA,B01BD0R5DA,AELPJ4DZW7SU2BUBTN4CNNLM44WQ,1568352772129,0,True,Contigo,Plastic,,Blue,"Bpa Free,Dishwasher Safe,Straw",414.029,0
1.0,Cheap top,Bottle is pretty good and the straw is nice with a good design. Poor thing is that the top leaks at the seams where the plastics seemingly are pressed together making it quite useless. Perhaps a failed seal or something faulty with the product I received but I cannot recommend,[],B07HGR3S5D,B07HGR3S4C,AGTHJ2GNLUDQLBKADMNPWHJAXLVQ,1624689964648,0,True,CamelBak,Eastman Tritan Copolyester,Reusable,Charcoal,"Carrying Loop, Straw, Leak Proof when closed",946.352,0
2.0,The water bottle does not have the top it has ...,The water bottle does not have the top it has in the picture. I wanted the small cap with the ring and got the large top with the white flip top. If I knew it was going to be the larger cap I would have just bought it at the grocery store.,[],B00GUINO18,B00GUINO18,AGQSXF6EYWCEVEWXSTKGYVNZG5TQ,1433527191000,1,True,SIGG,Aluminum,,Blue,,300.0,0
1.0,Dents easily and doesn’t keep beverage cold for long,"I was very hopeful but it didn’t keep my beverage cold for very long, even with ice added and the metal dents easily. I had to return this product.",[],B07SLKNXG9,B07SLKNXG9,AHBYNSZBQSNR4HFXZDUP3KPXV72Q,1572903311006,7,True,Corkcicle,"Stainless Steel, Silicone",,,,473.176,0
2.0,VERY HARD TO CLEAN!!!,"Cute design, doesn't leak much. But I realized it's so hard to clean the parts!",[],B015DK94R6,B00PUDI2Z2,AE7VVVHWPIELVS62YHSPEM7FEYXQ,1484328305000,0,True,CamelBak,Plastic,"Reusable, kids, straw top",Iguanas,"Carrying Loop, Straw",400.0,0
1.0,Broke on day 1,Broke after 1 day of use.  Spout no longer snaps into place and leaks all the time.  Cute picture but useless since it broke immediately.  Have been using a couple of straw bottles for over a year with no problem and this one lasted 1 day.  I wish I could get my money back but don't see that option.,[],B015DK98XQ,B00PUDI2Z2,AHPQHVRJRXF6MIBJEGJ2H7WQDZFQ,1492609061000,1,True,CamelBak,Plastic,"Reusable, kids, straw top",Iguanas,"Carrying Loop, Straw",400.0,0
2.0,Great Bottle - Terrible Lid,"The bottle is great. I bought a different lid though, because the sippy lid is too difficult for a toddler to suck a drink through. I ended up just buying a standard Nalgene lid for it and using it for myself.",[],B001NCDE2A,B001NCDE2A,AH6PQYR2LFWI2S7ZIMGJ6HBTYVKQ,1299378517000,0,True,Nalgene,Aluminum,,Blue,"Leakproof,Wide Mouth",350.0,0
1.0,Very Disappointing,"I was on the hunt for the perfect water bottle.  Slim enough to fit into my backpack side pocket, one that had markers on it and of course, most importantly leak proof.  I am very disappointed in this water bottle because it sweats like crazy.  I never saw anything like it.  I have it on my desk at work and I have to keep a ton of paper towels under it and sitting on a plastic zip lock bag, otherwise the water from the outside of the bottle leaks all over my desk.  It is also not leak proof.  The cap doesn't pop open anymore - it used to in the beginning.  Now I have to manually lift it up.  The only thing good about this is the strap attached to it, which makes it easy to tote from my office kitchen back to my desk but that's not saying anything great about this.  Pass on it and find something better.",[],B011LC85PM,B07CM8GLN9,AEXKEN3XMFNYJILKPJG7VLQZ27DA,1505405230978,3,True,Embrava,Plastic,Standard Bottle,Gray,"Leak Proof, Lightweight, Flip Top, Lockable Lid, Shatter Resistant",946.352,0
2.0,"Was not impressed, but it's ok","For $20 I guess you shouldn't expect a whole lot, but I was a bit surprised by this product.  At first, when full, it works great.  But once it starts to get even a bit less full, you have to squeeze to get any water, which is a bit more work than I want to do when I'm also running!  And once past a certain point, when there's still quite a bit of water left in it, it's almost impossible to get the water out while running.  It also gets quite... floppy... when there's less water, which is quite distracting.  There's a touch of chemical taste too when drinking, which has lessened a bit after a couple of uses and strong cleanings, but it's still there.  On the plus side, I like the color (malibu blue)",[],B08QF234SX,B09VCTXSFF,AG6ZZLTMTLBPX7M42WP2VCD32NWQ,1619883622272,1,False,Hydrapak,Other,,Silver,"Leak, Insulated, Carrying Loop",500.0,0
1.0,Water,Unable to get water from the spout,[],B08RSNYNZ2,B0BT9QVVTZ,AEKW5MRMOT7EQDP46NDIKXDJ5XFQ,1650587342785,1,True,Contigo,Stainless Steel,Standard Bottle,Juniper/Sake/Bubble Tea,Leak Proof,709.764,0
1.0,LEAKS!,"This product leaks! It is not reliable when it is closed. Yes, it is pretty and relatively affordable, but who wants a water bottle that leaks?! It opened and fell all over my bag and ruined my cell phone. I wouldn't recommend the product. One good thing though was the wide mouth. But IT LEAKS!",[],B001NCDE5W,B001NCDE5W,AHXWNND7XPL4P2LKMHU5BZ3MH7ZA,1389135095000,1,True,Nalgene,Tritan copolyester,,Slate Blue,"Leak-proof,Push Button",700.0,0
2.0,problem with cap,"Bottle is fine but short of prying open the cap, we couldn't get it open. I finally used a nail file to file down the catch so it worked better but then the cap just came off completely. I can still use it for the car but can't use it in a back pack or in any manner where it might end up on its side.",[],B001NCDE6G,B001NCDE6G,AFVTJHZUQS6FC3HWRWKRO3NGCQMA,1310395942000,0,True,Nalgene,Plastic,,Spring Green,"Bpa Free,Dishwasher Safe",700.0,0
2.0,I like and have this bottle in a larger ounce size ...,"I like and have this bottle in a larger ounce size and bought this smaller one sized for our child.  We really wanted to like this water bottle.  ON THE PLUS: It is easy to clean, add ice cubes and button/clasp are easy to use for our seven year old.  CONS - and this is a big one: once the water bottle is less than half way full, it tips over.  The cap is heavier than the bottle.  Very frustrating design flaw.",[],B007218KMA,B08PFMM9FW,AEMC4FNUBIJAUOFCDFDOOJVDEPBQ,1501613502200,1,True,Nalgene,Tritan copolyester,,Pink,"Button,Leak Proof",354.882,0
1.0,I would like to return it,"I purchased this water bottle for my second grader to take to school with her each day. It spills in her back pack and has already ruined two books and spilled/leaked all over her binder and school work in her back pack. Needless to say, I cannot send this water bottle with her to school each day as I intended on doing when I purchased it. I would like to return it, however; I just followed the steps that I normally follow in order to return an item and the tab to return this item doesn't appear to allow me to do so. I wouldn't recommend this water bottle if you're looking to purchase one.",[],B015DJC71C,B015DJC71C,AHJA6WRFDTMHICBCNH36TGESFSLA,1485970574000,1,True,CamelBak,100% Nylon,,Sea Glass,Leak Proof,750.0,0
2.0,The mouth is smaller than toddler's water bottle!,This water bottle mouth is too small!! I got 24oz and 18oz and both is same. The mouth diameter is 1.2cm (about a half inch). This mouth is smaller than toddler's water bottle. Very strange design.<br />I gave 2 stars because rose color was very pretty and the bottle was easy to hold.,[],B07MTYK63H,B09LZQM42N,AGCCNSKCT7T5TIBW6DT5HPVYQRAQ,1637768841533,1,True,Ion8,Recyclon,Vented,Green,"Bpa Free,Dishwasher Safe,Flip Top,Leak,Leakproof",750.0,0
1.0,it spills water like crazy. i cannot believe this is happening with ...,"awful, awful. it leaks a lot everytime I drink water, it spills water like crazy. i cannot believe this is happening with such an expensive bottle with good overall good reviews.",[],B011LC85PM,B07CM8GLN9,AF4UYMX4LGAQ5RSCPZV7CCYSYOUQ,1457629873000,9,True,Embrava,Plastic,Standard Bottle,Gray,"Leak Proof, Lightweight, Flip Top, Lockable Lid, Shatter Resistant",946.352,0
2.0,Wide mouth bottles are not all wide mouth.,"Well, when they talk about &#34;Wide Mouth Nalgene  Bottles&#34; I thought a wide mouth was a wide mouth, as in size.  Apparently not.  I bought a couple of these bottles because my MSR microfilter says that these bottles fit directly on to the filter.  Well, they don't.  These bottles are too small.",[],B001NCDE7U,B086HLWL6K,AEYLEUWKNBBZCB3CJMYYZI5CRHKQ,1383401410000,0,True,Nalgene,"Polyester resin,Polypropylene",,Blue,Wide Mouth,500.0,0
2.0,Two Stars,It is very difficult to get liquid from the bottle.  Does not work as a water bottle.,[],B001NCDE2A,B001NCDE2A,AGF573JZHSJ33ZOSFIYHAZEFFYEQ,1483640146000,0,True,Nalgene,Aluminum,,Blue,"Leakproof,Wide Mouth",350.0,0
